id,word,alt,type,bee,group,origin,nTried,nMistakes,weight
3925,sambal,,,three,champions,,0,0,1
3926,martinet,,,three,champions,,0,0,1
3927,ageusia,,,three,champions,,0,0,1
3928,sturnine,,,three,champions,,0,0,1
3929,vestigial,,,three,champions,,0,0,1
3930,Huguenot,,,three,champions,,0,0,1
3931,coiffure,,,three,champions,,0,0,1
3932,cnidarian,,,three,champions,,0,0,1
3933,rinceau,,,three,champions,,0,0,1
3934,frangipane,,,three,champions,,0,0,1
3935,Ponzi,,,three,champions,,0,0,1
3936,kepi,,,three,champions,,0,0,1
3937,embouchure,,,three,champions,,0,0,1
3938,jacana,,,three,champions,,0,0,1
3939,Yeatsian,,,three,champions,,0,0,1
3940,bucolic,,,three,champions,,0,0,1
3941,amphistylar,,,three,champions,,0,0,1
3942,Véronique,Veronique,No preference,three,champions,,0,0,1
3943,hallux,,,three,champions,,0,0,1
3944,hermeneutics,,,three,champions,,0,0,1
3945,disembogue,,,three,champions,,0,0,1
3946,appositive,,,three,champions,,0,0,1
3947,cenote,,,three,champions,,0,0,1
3948,potwalloper,,,three,champions,,0,0,1
3949,judoka,,,three,champions,,0,0,1
3950,canaille,,,three,champions,,0,0,1
3951,Gruyère,,,three,champions,,0,0,1
3952,Jungian,,,three,champions,,0,0,1
3953,nockerl,,,three,champions,,0,0,1
3954,bulgur,bulghur,Alt,three,champions,,0,0,1
3955,analgesia,,,three,champions,,0,0,1
3956,pompadour,,,three,champions,,0,0,1
3957,nimiety,,,three,champions,,0,0,1
3958,rembrandt,,,three,champions,,0,0,1
3959,étagère,,,three,champions,,0,0,1
3960,Diplodocus,,,three,champions,,0,0,1
3961,labefaction,,,three,champions,,0,0,1
3962,bruja,,,three,champions,,0,0,1
3963,manteau,,,three,champions,,0,0,1
3964,solenoid,,,three,champions,,0,0,1
3965,notturno,,,three,champions,,0,0,1
3966,Adelaide,,,three,champions,,0,0,1
3967,thalamus,,,three,champions,,0,0,1
3968,clematis,,,three,champions,,0,0,1
3969,hyssop,,,three,champions,,0,0,1
3970,souchong,,,three,champions,,0,0,1
3971,kanji,,,three,champions,,0,0,1
3972,sinciput,,,three,champions,,0,0,1
3973,meiosis,,,three,champions,,0,0,1
3974,effleurage,,,three,champions,,0,0,1
3975,ammonite,,,three,champions,,0,0,1
3976,largesses,,,three,champions,,0,0,1
3977,glyceraldehyde,,,three,champions,,0,0,1
3978,blanche,,,three,champions,,0,0,1
3979,tamarack,,,three,champions,,0,0,1
3980,catachresis,,,three,champions,,0,0,1
3981,sylph,,,three,champions,,0,0,1
3982,onychorrhexis,,,three,champions,,0,0,1
3983,samarium,,,three,champions,,0,0,1
3984,colloque,,,three,champions,,0,0,1
3985,lassitude,,,three,champions,,0,0,1
3986,meunière,,,three,champions,,0,0,1
3987,tsukupin,,,three,champions,,0,0,1
3988,antenatus,,,three,champions,,0,0,1
3989,ptosis,,,three,champions,,0,0,1
3990,aporia,,,three,champions,,0,0,1
3991,towhee,,,three,champions,,0,0,1
3992,boudin,,,three,champions,,0,0,1
3993,galapago,,,three,champions,,0,0,1
3994,Foley,,,three,champions,,0,0,1
3995,facsimile,,,three,champions,,0,0,1
3996,Pepysian,,,three,champions,,0,0,1
3997,anaphylaxis,,,three,champions,,0,0,1
3998,Daliesque,,,three,champions,,0,0,1
3999,flagellum,,,three,champions,,0,0,1
4000,internecine,,,three,champions,,0,0,1
4001,coulomb,,,three,champions,,0,0,1
4002,Sahel,,,three,champions,,0,0,1
4003,garrulous,,,three,champions,,0,0,1
4004,planetesimal,,,three,champions,,0,0,1
4005,plenipotentiary,,,three,champions,,0,0,1
4006,allonym,,,three,champions,,0,0,1
4007,Lisztian,,,three,champions,,0,0,1
4008,rococo,,,three,champions,,0,0,1
4009,tamari,,,three,champions,,0,0,1
4010,prestidigitation,,,three,champions,,0,0,1
4011,bhangra,,,three,champions,,0,0,1
4012,apocryphal,,,three,champions,,0,0,1
4013,repoussage,,,three,champions,,0,0,1
4014,icosahedron,,,three,champions,,0,0,1
4015,champignon,,,three,champions,,0,0,1
4016,taoiseach,,,three,champions,,0,0,1
4017,tinnient,,,three,champions,,0,0,1
